Item Name, Trade Up Cost (GBP), Expected Value (GBP), Expected Profit (GBP), All Profit Outcomes (GBP)
StatTrak™ USP-S | Torque (Factory New), 38.9, 1.7080000000000002, -37.192, StatTrak™ FAMAS | Neural Net (Battle-Scarred):1.31 - StatTrak™ M4A4 | Evil Daimyo (Battle-Scarred):3.78 - StatTrak™ MP9 | Ruby Poison Dart (Battle-Scarred):1.7 - StatTrak™ Negev | Loudmouth (Battle-Scarred):0.91 - StatTrak™ P2000 | Handgun (Battle-Scarred):0.84 - 
StatTrak™ USP-S | Torque (Field-Tested), 18.3, 1.7080000000000002, -16.592, StatTrak™ FAMAS | Neural Net (Battle-Scarred):1.31 - StatTrak™ M4A4 | Evil Daimyo (Battle-Scarred):3.78 - StatTrak™ MP9 | Ruby Poison Dart (Battle-Scarred):1.7 - StatTrak™ Negev | Loudmouth (Battle-Scarred):0.91 - StatTrak™ P2000 | Handgun (Battle-Scarred):0.84 - 
StatTrak™ USP-S | Torque (Minimal Wear), 27.5, 1.7080000000000002, -25.792, StatTrak™ FAMAS | Neural Net (Battle-Scarred):1.31 - StatTrak™ M4A4 | Evil Daimyo (Battle-Scarred):3.78 - StatTrak™ MP9 | Ruby Poison Dart (Battle-Scarred):1.7 - StatTrak™ Negev | Loudmouth (Battle-Scarred):0.91 - StatTrak™ P2000 | Handgun (Battle-Scarred):0.84 - 
StatTrak™ USP-S | Torque (Well-Worn), 26.299999999999997, 1.7080000000000002, -24.592, StatTrak™ FAMAS | Neural Net (Battle-Scarred):1.31 - StatTrak™ M4A4 | Evil Daimyo (Battle-Scarred):3.78 - StatTrak™ MP9 | Ruby Poison Dart (Battle-Scarred):1.7 - StatTrak™ Negev | Loudmouth (Battle-Scarred):0.91 - StatTrak™ P2000 | Handgun (Battle-Scarred):0.84 - 
StatTrak™ XM1014 | Black Tie (Battle-Scarred), 5.699999999999999, 3.6199999999999997, -2.0799999999999996, StatTrak™ AUG | Fleet Flock (Battle-Scarred):2.51 - StatTrak™ P250 | Asiimov (Battle-Scarred):5.81 - StatTrak™ UMP-45 | Primal Saber (Battle-Scarred):2.54 - 
StatTrak™ XM1014 | Black Tie (Factory New), 56.8, 3.6199999999999997, -53.18, StatTrak™ AUG | Fleet Flock (Battle-Scarred):2.51 - StatTrak™ P250 | Asiimov (Battle-Scarred):5.81 - StatTrak™ UMP-45 | Primal Saber (Battle-Scarred):2.54 - 
StatTrak™ XM1014 | Black Tie (Field-Tested), 6.800000000000001, 3.6199999999999997, -3.180000000000001, StatTrak™ AUG | Fleet Flock (Battle-Scarred):2.51 - StatTrak™ P250 | Asiimov (Battle-Scarred):5.81 - StatTrak™ UMP-45 | Primal Saber (Battle-Scarred):2.54 - 
StatTrak™ XM1014 | Black Tie (Minimal Wear), 17.6, 3.6199999999999997, -13.980000000000002, StatTrak™ AUG | Fleet Flock (Battle-Scarred):2.51 - StatTrak™ P250 | Asiimov (Battle-Scarred):5.81 - StatTrak™ UMP-45 | Primal Saber (Battle-Scarred):2.54 - 
StatTrak™ XM1014 | Black Tie (Well-Worn), 8.8, 3.6199999999999997, -5.1800000000000015, StatTrak™ AUG | Fleet Flock (Battle-Scarred):2.51 - StatTrak™ P250 | Asiimov (Battle-Scarred):5.81 - StatTrak™ UMP-45 | Primal Saber (Battle-Scarred):2.54 - 
StatTrak™ XM1014 | Entombed (Battle-Scarred), 42.9, 33.09, -9.809999999999995, StatTrak™ AK-47 | Legion of Anubis (Battle-Scarred):16.62 - StatTrak™ Desert Eagle | Printstream (Battle-Scarred):49.56 - 
StatTrak™ XM1014 | Entombed (Factory New), 167.10000000000002, 33.09, -134.01000000000002, StatTrak™ AK-47 | Legion of Anubis (Battle-Scarred):16.62 - StatTrak™ Desert Eagle | Printstream (Battle-Scarred):49.56 - 
StatTrak™ XM1014 | Entombed (Field-Tested), 50.5, 33.09, -17.409999999999997, StatTrak™ AK-47 | Legion of Anubis (Battle-Scarred):16.62 - StatTrak™ Desert Eagle | Printstream (Battle-Scarred):49.56 - 
StatTrak™ XM1014 | Entombed (Minimal Wear), 83.80000000000001, 33.09, -50.71000000000001, StatTrak™ AK-47 | Legion of Anubis (Battle-Scarred):16.62 - StatTrak™ Desert Eagle | Printstream (Battle-Scarred):49.56 - 
StatTrak™ XM1014 | Entombed (Well-Worn), 44.5, 33.09, -11.409999999999997, StatTrak™ AK-47 | Legion of Anubis (Battle-Scarred):16.62 - StatTrak™ Desert Eagle | Printstream (Battle-Scarred):49.56 - 
StatTrak™ XM1014 | Heaven Guard (Battle-Scarred), 77.0, 33.99, -43.01, StatTrak™ M4A1-S | Atomic Alloy (Battle-Scarred):25.07 - StatTrak™ SCAR-20 | Cyrex (Battle-Scarred):25.88 - StatTrak™ USP-S | Caiman (Well-Worn):53.17 - StatTrak™ USP-S | Orion (Battle-Scarred):31.84 - 
StatTrak™ XM1014 | Heaven Guard (Factory New), 165.9, 44.1025, -121.79750000000001, StatTrak™ M4A1-S | Atomic Alloy (Battle-Scarred):25.07 - StatTrak™ SCAR-20 | Cyrex (Battle-Scarred):25.88 - StatTrak™ USP-S | Caiman (Factory New):93.62 - StatTrak™ USP-S | Orion (Battle-Scarred):31.84 - 
StatTrak™ XM1014 | Heaven Guard (Field-Tested), 148.2, 40.38, -107.82, StatTrak™ M4A1-S | Atomic Alloy (Battle-Scarred):25.07 - StatTrak™ SCAR-20 | Cyrex (Battle-Scarred):25.88 - StatTrak™ USP-S | Caiman (Minimal Wear):78.73 - StatTrak™ USP-S | Orion (Battle-Scarred):31.84 - 
StatTrak™ XM1014 | Heaven Guard (Minimal Wear), 124.1, 44.1025, -79.9975, StatTrak™ M4A1-S | Atomic Alloy (Battle-Scarred):25.07 - StatTrak™ SCAR-20 | Cyrex (Battle-Scarred):25.88 - StatTrak™ USP-S | Caiman (Factory New):93.62 - StatTrak™ USP-S | Orion (Battle-Scarred):31.84 - 
StatTrak™ XM1014 | Heaven Guard (Well-Worn), 90.3, 32.160000000000004, -58.13999999999999, StatTrak™ M4A1-S | Atomic Alloy (Battle-Scarred):25.07 - StatTrak™ SCAR-20 | Cyrex (Battle-Scarred):25.88 - StatTrak™ USP-S | Caiman (Field-Tested):45.85 - StatTrak™ USP-S | Orion (Battle-Scarred):31.84 - 
StatTrak™ XM1014 | Incinegator (Battle-Scarred), 20.8, 11.76, -9.040000000000001, StatTrak™ Five-SeveN | Angry Mob (Battle-Scarred):5.88 - StatTrak™ M4A4 | The Emperor (Battle-Scarred):17.64 - 
StatTrak™ XM1014 | Incinegator (Field-Tested), 31.099999999999998, 11.76, -19.339999999999996, StatTrak™ Five-SeveN | Angry Mob (Battle-Scarred):5.88 - StatTrak™ M4A4 | The Emperor (Battle-Scarred):17.64 - 
StatTrak™ XM1014 | Incinegator (Minimal Wear), 296.1, 11.76, -284.34000000000003, StatTrak™ Five-SeveN | Angry Mob (Battle-Scarred):5.88 - StatTrak™ M4A4 | The Emperor (Battle-Scarred):17.64 - 
StatTrak™ XM1014 | Incinegator (Well-Worn), 22.400000000000002, 11.76, -10.640000000000002, StatTrak™ Five-SeveN | Angry Mob (Battle-Scarred):5.88 - StatTrak™ M4A4 | The Emperor (Battle-Scarred):17.64 - 
StatTrak™ XM1014 | Oxide Blaze (Battle-Scarred), 0.8999999999999999, 0.42400000000000004, -0.47599999999999987, StatTrak™ Glock-18 | Moonrise (Battle-Scarred):0.67 - StatTrak™ MAG-7 | SWAG-7 (Battle-Scarred):0.36 - StatTrak™ Negev | Lionfish (Battle-Scarred):0.41 - StatTrak™ Nova | Wild Six (Battle-Scarred):0.35 - StatTrak™ UMP-45 | Arctic Wolf (Battle-Scarred):0.33 - 
StatTrak™ XM1014 | Oxide Blaze (Factory New), 5.4, 0.42400000000000004, -4.976, StatTrak™ Glock-18 | Moonrise (Battle-Scarred):0.67 - StatTrak™ MAG-7 | SWAG-7 (Battle-Scarred):0.36 - StatTrak™ Negev | Lionfish (Battle-Scarred):0.41 - StatTrak™ Nova | Wild Six (Battle-Scarred):0.35 - StatTrak™ UMP-45 | Arctic Wolf (Battle-Scarred):0.33 - 
StatTrak™ XM1014 | Oxide Blaze (Field-Tested), 1.0, 0.42400000000000004, -0.576, StatTrak™ Glock-18 | Moonrise (Battle-Scarred):0.67 - StatTrak™ MAG-7 | SWAG-7 (Battle-Scarred):0.36 - StatTrak™ Negev | Lionfish (Battle-Scarred):0.41 - StatTrak™ Nova | Wild Six (Battle-Scarred):0.35 - StatTrak™ UMP-45 | Arctic Wolf (Battle-Scarred):0.33 - 
StatTrak™ XM1014 | Oxide Blaze (Minimal Wear), 2.0, 0.42400000000000004, -1.576, StatTrak™ Glock-18 | Moonrise (Battle-Scarred):0.67 - StatTrak™ MAG-7 | SWAG-7 (Battle-Scarred):0.36 - StatTrak™ Negev | Lionfish (Battle-Scarred):0.41 - StatTrak™ Nova | Wild Six (Battle-Scarred):0.35 - StatTrak™ UMP-45 | Arctic Wolf (Battle-Scarred):0.33 - 
StatTrak™ XM1014 | Oxide Blaze (Well-Worn), 1.2, 0.42400000000000004, -0.7759999999999999, StatTrak™ Glock-18 | Moonrise (Battle-Scarred):0.67 - StatTrak™ MAG-7 | SWAG-7 (Battle-Scarred):0.36 - StatTrak™ Negev | Lionfish (Battle-Scarred):0.41 - StatTrak™ Nova | Wild Six (Battle-Scarred):0.35 - StatTrak™ UMP-45 | Arctic Wolf (Battle-Scarred):0.33 - 
StatTrak™ XM1014 | Quicksilver (Battle-Scarred), 3.0, 2.105, -0.895, StatTrak™ Desert Eagle | Naga (Battle-Scarred):2.84 - StatTrak™ Dual Berettas | Urban Shock (Battle-Scarred):2.13 - StatTrak™ MAC-10 | Malachite (Battle-Scarred):1.72 - StatTrak™ Sawed-Off | Serenity (Battle-Scarred):1.73 - 
StatTrak™ XM1014 | Quicksilver (Factory New), 9.6, 2.105, -7.494999999999999, StatTrak™ Desert Eagle | Naga (Battle-Scarred):2.84 - StatTrak™ Dual Berettas | Urban Shock (Battle-Scarred):2.13 - StatTrak™ MAC-10 | Malachite (Battle-Scarred):1.72 - StatTrak™ Sawed-Off | Serenity (Battle-Scarred):1.73 - 
StatTrak™ XM1014 | Quicksilver (Field-Tested), 3.3000000000000003, 2.105, -1.1950000000000003, StatTrak™ Desert Eagle | Naga (Battle-Scarred):2.84 - StatTrak™ Dual Berettas | Urban Shock (Battle-Scarred):2.13 - StatTrak™ MAC-10 | Malachite (Battle-Scarred):1.72 - StatTrak™ Sawed-Off | Serenity (Battle-Scarred):1.73 - 
StatTrak™ XM1014 | Quicksilver (Minimal Wear), 6.2, 2.105, -4.095000000000001, StatTrak™ Desert Eagle | Naga (Battle-Scarred):2.84 - StatTrak™ Dual Berettas | Urban Shock (Battle-Scarred):2.13 - StatTrak™ MAC-10 | Malachite (Battle-Scarred):1.72 - StatTrak™ Sawed-Off | Serenity (Battle-Scarred):1.73 - 
StatTrak™ XM1014 | Quicksilver (Well-Worn), 5.5, 2.105, -3.395, StatTrak™ Desert Eagle | Naga (Battle-Scarred):2.84 - StatTrak™ Dual Berettas | Urban Shock (Battle-Scarred):2.13 - StatTrak™ MAC-10 | Malachite (Battle-Scarred):1.72 - StatTrak™ Sawed-Off | Serenity (Battle-Scarred):1.73 - 
StatTrak™ XM1014 | Red Python (Battle-Scarred), 12.2, 5.162, -7.037999999999999, StatTrak™ Desert Eagle | Crimson Web (Battle-Scarred):9.93 - StatTrak™ Glock-18 | Steel Disruption (Field-Tested):4.98 - StatTrak™ MP7 | Ocean Foam (Minimal Wear):7.25 - StatTrak™ P90 | Virus (Battle-Scarred):1.65 - StatTrak™ PP-Bizon | Blue Streak (Battle-Scarred):2 - 
StatTrak™ XM1014 | Red Python (Field-Tested), 13.5, 5.266, -8.234, StatTrak™ Desert Eagle | Crimson Web (Battle-Scarred):9.93 - StatTrak™ Glock-18 | Steel Disruption (Minimal Wear):5.5 - StatTrak™ MP7 | Ocean Foam (Minimal Wear):7.25 - StatTrak™ P90 | Virus (Battle-Scarred):1.65 - StatTrak™ PP-Bizon | Blue Streak (Battle-Scarred):2 - 
StatTrak™ XM1014 | Red Python (Minimal Wear), 21.8, 6.047999999999999, -15.752000000000002, StatTrak™ Desert Eagle | Crimson Web (Battle-Scarred):9.93 - StatTrak™ Glock-18 | Steel Disruption (Factory New):9.01 - StatTrak™ MP7 | Ocean Foam (Factory New):7.65 - StatTrak™ P90 | Virus (Battle-Scarred):1.65 - StatTrak™ PP-Bizon | Blue Streak (Battle-Scarred):2 - 
StatTrak™ XM1014 | Red Python (Well-Worn), 11.399999999999999, 5.162, -6.237999999999999, StatTrak™ Desert Eagle | Crimson Web (Battle-Scarred):9.93 - StatTrak™ Glock-18 | Steel Disruption (Field-Tested):4.98 - StatTrak™ MP7 | Ocean Foam (Minimal Wear):7.25 - StatTrak™ P90 | Virus (Battle-Scarred):1.65 - StatTrak™ PP-Bizon | Blue Streak (Battle-Scarred):2 - 
StatTrak™ XM1014 | Scumbria (Battle-Scarred), 1.9, 1.8199999999999998, -0.08000000000000007, StatTrak™ Galil AR | Stone Cold (Battle-Scarred):1.69 - StatTrak™ M249 | Nebula Crusader (Battle-Scarred):1.83 - StatTrak™ MP7 | Special Delivery (Battle-Scarred):1.92 - StatTrak™ P250 | Wingshot (Battle-Scarred):1.84 - 
StatTrak™ XM1014 | Scumbria (Factory New), 17.7, 1.8199999999999998, -15.879999999999999, StatTrak™ Galil AR | Stone Cold (Battle-Scarred):1.69 - StatTrak™ M249 | Nebula Crusader (Battle-Scarred):1.83 - StatTrak™ MP7 | Special Delivery (Battle-Scarred):1.92 - StatTrak™ P250 | Wingshot (Battle-Scarred):1.84 - 
StatTrak™ XM1014 | Scumbria (Field-Tested), 2.4, 1.8199999999999998, -0.5800000000000001, StatTrak™ Galil AR | Stone Cold (Battle-Scarred):1.69 - StatTrak™ M249 | Nebula Crusader (Battle-Scarred):1.83 - StatTrak™ MP7 | Special Delivery (Battle-Scarred):1.92 - StatTrak™ P250 | Wingshot (Battle-Scarred):1.84 - 
StatTrak™ XM1014 | Scumbria (Minimal Wear), 5.6000000000000005, 1.8199999999999998, -3.7800000000000007, StatTrak™ Galil AR | Stone Cold (Battle-Scarred):1.69 - StatTrak™ M249 | Nebula Crusader (Battle-Scarred):1.83 - StatTrak™ MP7 | Special Delivery (Battle-Scarred):1.92 - StatTrak™ P250 | Wingshot (Battle-Scarred):1.84 - 
StatTrak™ XM1014 | Scumbria (Well-Worn), 2.0, 1.8199999999999998, -0.18000000000000016, StatTrak™ Galil AR | Stone Cold (Battle-Scarred):1.69 - StatTrak™ M249 | Nebula Crusader (Battle-Scarred):1.83 - StatTrak™ MP7 | Special Delivery (Battle-Scarred):1.92 - StatTrak™ P250 | Wingshot (Battle-Scarred):1.84 - 
StatTrak™ XM1014 | Seasons (Battle-Scarred), 16.200000000000003, 13.453333333333333, -2.7466666666666697, StatTrak™ AWP | Fever Dream (Battle-Scarred):12.41 - StatTrak™ CZ75-Auto | Xiangliu (Battle-Scarred):11.07 - StatTrak™ M4A1-S | Decimator (Battle-Scarred):16.88 - 
StatTrak™ XM1014 | Seasons (Factory New), 53.7, 13.453333333333333, -40.24666666666667, StatTrak™ AWP | Fever Dream (Battle-Scarred):12.41 - StatTrak™ CZ75-Auto | Xiangliu (Battle-Scarred):11.07 - StatTrak™ M4A1-S | Decimator (Battle-Scarred):16.88 - 
StatTrak™ XM1014 | Seasons (Field-Tested), 17.4, 13.453333333333333, -3.9466666666666654, StatTrak™ AWP | Fever Dream (Battle-Scarred):12.41 - StatTrak™ CZ75-Auto | Xiangliu (Battle-Scarred):11.07 - StatTrak™ M4A1-S | Decimator (Battle-Scarred):16.88 - 
StatTrak™ XM1014 | Seasons (Minimal Wear), 26.9, 13.453333333333333, -13.446666666666665, StatTrak™ AWP | Fever Dream (Battle-Scarred):12.41 - StatTrak™ CZ75-Auto | Xiangliu (Battle-Scarred):11.07 - StatTrak™ M4A1-S | Decimator (Battle-Scarred):16.88 - 
StatTrak™ XM1014 | Seasons (Well-Worn), 17.7, 13.453333333333333, -4.246666666666666, StatTrak™ AWP | Fever Dream (Battle-Scarred):12.41 - StatTrak™ CZ75-Auto | Xiangliu (Battle-Scarred):11.07 - StatTrak™ M4A1-S | Decimator (Battle-Scarred):16.88 - 
StatTrak™ XM1014 | Slipstream (Battle-Scarred), 1.6, 0.584, -1.016, StatTrak™ Desert Eagle | Directive (Battle-Scarred):0.92 - StatTrak™ Glock-18 | Weasel (Battle-Scarred):0.75 - StatTrak™ MAG-7 | Petroglyph (Well-Worn):0.39 - StatTrak™ SCAR-20 | Powercore (Battle-Scarred):0.52 - StatTrak™ SG 553 | Triarch (Battle-Scarred):0.34 - 
StatTrak™ XM1014 | Slipstream (Factory New), 7.1, 1.1039999999999999, -5.9959999999999996, StatTrak™ Desert Eagle | Directive (Battle-Scarred):0.92 - StatTrak™ Glock-18 | Weasel (Battle-Scarred):0.75 - StatTrak™ MAG-7 | Petroglyph (Factory New):2.99 - StatTrak™ SCAR-20 | Powercore (Battle-Scarred):0.52 - StatTrak™ SG 553 | Triarch (Battle-Scarred):0.34 - 
StatTrak™ XM1014 | Slipstream (Field-Tested), 1.4000000000000001, 0.6859999999999999, -0.7140000000000002, StatTrak™ Desert Eagle | Directive (Battle-Scarred):0.92 - StatTrak™ Glock-18 | Weasel (Battle-Scarred):0.75 - StatTrak™ MAG-7 | Petroglyph (Minimal Wear):0.9 - StatTrak™ SCAR-20 | Powercore (Battle-Scarred):0.52 - StatTrak™ SG 553 | Triarch (Battle-Scarred):0.34 - 
StatTrak™ XM1014 | Slipstream (Minimal Wear), 3.7, 1.1039999999999999, -2.596, StatTrak™ Desert Eagle | Directive (Battle-Scarred):0.92 - StatTrak™ Glock-18 | Weasel (Battle-Scarred):0.75 - StatTrak™ MAG-7 | Petroglyph (Factory New):2.99 - StatTrak™ SCAR-20 | Powercore (Battle-Scarred):0.52 - StatTrak™ SG 553 | Triarch (Battle-Scarred):0.34 - 
StatTrak™ XM1014 | Slipstream (Well-Worn), 2.1, 2.94, 0.8399999999999999, StatTrak™ Desert Eagle | Directive (Battle-Scarred):0.92 - StatTrak™ Glock-18 | Weasel (Battle-Scarred):0.75 - StatTrak™ MAG-7 | Petroglyph (Field-Tested):12.17 - StatTrak™ SCAR-20 | Powercore (Battle-Scarred):0.52 - StatTrak™ SG 553 | Triarch (Battle-Scarred):0.34 - 
StatTrak™ XM1014 | Teclu Burner (Battle-Scarred), 10.600000000000001, 6.44, -4.160000000000001, StatTrak™ AK-47 | Point Disarray (Battle-Scarred):15.03 - StatTrak™ G3SG1 | The Executioner (Battle-Scarred):2.02 - StatTrak™ P90 | Shapewood (Battle-Scarred):2.27 - 
StatTrak™ XM1014 | Teclu Burner (Factory New), 61.0, 6.44, -54.56, StatTrak™ AK-47 | Point Disarray (Battle-Scarred):15.03 - StatTrak™ G3SG1 | The Executioner (Battle-Scarred):2.02 - StatTrak™ P90 | Shapewood (Battle-Scarred):2.27 - 
StatTrak™ XM1014 | Teclu Burner (Field-Tested), 13.0, 6.44, -6.56, StatTrak™ AK-47 | Point Disarray (Battle-Scarred):15.03 - StatTrak™ G3SG1 | The Executioner (Battle-Scarred):2.02 - StatTrak™ P90 | Shapewood (Battle-Scarred):2.27 - 
StatTrak™ XM1014 | Teclu Burner (Minimal Wear), 27.200000000000003, 6.44, -20.76, StatTrak™ AK-47 | Point Disarray (Battle-Scarred):15.03 - StatTrak™ G3SG1 | The Executioner (Battle-Scarred):2.02 - StatTrak™ P90 | Shapewood (Battle-Scarred):2.27 - 
StatTrak™ XM1014 | Teclu Burner (Well-Worn), 13.799999999999999, 6.44, -7.3599999999999985, StatTrak™ AK-47 | Point Disarray (Battle-Scarred):15.03 - StatTrak™ G3SG1 | The Executioner (Battle-Scarred):2.02 - StatTrak™ P90 | Shapewood (Battle-Scarred):2.27 - 
StatTrak™ XM1014 | Tranquility (Battle-Scarred), 91.19999999999999, 51.68, -39.51999999999999, StatTrak™ AK-47 | Wasteland Rebel (Battle-Scarred):72.86 - StatTrak™ P2000 | Fire Elemental (Battle-Scarred):30.5 - 
StatTrak™ XM1014 | Tranquility (Factory New), 535.2, 51.68, -483.52000000000004, StatTrak™ AK-47 | Wasteland Rebel (Battle-Scarred):72.86 - StatTrak™ P2000 | Fire Elemental (Battle-Scarred):30.5 - 
StatTrak™ XM1014 | Tranquility (Field-Tested), 101.30000000000001, 51.68, -49.62000000000001, StatTrak™ AK-47 | Wasteland Rebel (Battle-Scarred):72.86 - StatTrak™ P2000 | Fire Elemental (Battle-Scarred):30.5 - 
StatTrak™ XM1014 | Tranquility (Minimal Wear), 188.5, 51.68, -136.82, StatTrak™ AK-47 | Wasteland Rebel (Battle-Scarred):72.86 - StatTrak™ P2000 | Fire Elemental (Battle-Scarred):30.5 - 
StatTrak™ XM1014 | Tranquility (Well-Worn), 119.2, 51.68, -67.52000000000001, StatTrak™ AK-47 | Wasteland Rebel (Battle-Scarred):72.86 - StatTrak™ P2000 | Fire Elemental (Battle-Scarred):30.5 - 
StatTrak™ XM1014 | Watchdog (Battle-Scarred), 2.9, 1.998, -0.9019999999999999, StatTrak™ FAMAS | ZX Spectron (Battle-Scarred):2.11 - StatTrak™ Five-SeveN | Boost Protocol (Well-Worn):2.64 - StatTrak™ M4A4 | Spider Lily (Battle-Scarred):2.83 - StatTrak™ MAG-7 | BI83 Spectrum (Battle-Scarred):0.93 - StatTrak™ MP9 | Mount Fuji (Battle-Scarred):1.48 - 
StatTrak™ XM1014 | Watchdog (Factory New), 88.6, 3.1559999999999997, -85.44399999999999, StatTrak™ FAMAS | ZX Spectron (Battle-Scarred):2.11 - StatTrak™ Five-SeveN | Boost Protocol (Factory New):8.43 - StatTrak™ M4A4 | Spider Lily (Battle-Scarred):2.83 - StatTrak™ MAG-7 | BI83 Spectrum (Battle-Scarred):0.93 - StatTrak™ MP9 | Mount Fuji (Battle-Scarred):1.48 - 
StatTrak™ XM1014 | Watchdog (Field-Tested), 5.300000000000001, 2.4059999999999997, -2.894000000000001, StatTrak™ FAMAS | ZX Spectron (Battle-Scarred):2.11 - StatTrak™ Five-SeveN | Boost Protocol (Minimal Wear):4.68 - StatTrak™ M4A4 | Spider Lily (Battle-Scarred):2.83 - StatTrak™ MAG-7 | BI83 Spectrum (Battle-Scarred):0.93 - StatTrak™ MP9 | Mount Fuji (Battle-Scarred):1.48 - 
StatTrak™ XM1014 | Watchdog (Minimal Wear), 12.9, 3.1559999999999997, -9.744, StatTrak™ FAMAS | ZX Spectron (Battle-Scarred):2.11 - StatTrak™ Five-SeveN | Boost Protocol (Factory New):8.43 - StatTrak™ M4A4 | Spider Lily (Battle-Scarred):2.83 - StatTrak™ MAG-7 | BI83 Spectrum (Battle-Scarred):0.93 - StatTrak™ MP9 | Mount Fuji (Battle-Scarred):1.48 - 
StatTrak™ XM1014 | Watchdog (Well-Worn), 3.7, 1.934, -1.7660000000000002, StatTrak™ FAMAS | ZX Spectron (Battle-Scarred):2.11 - StatTrak™ Five-SeveN | Boost Protocol (Field-Tested):2.32 - StatTrak™ M4A4 | Spider Lily (Battle-Scarred):2.83 - StatTrak™ MAG-7 | BI83 Spectrum (Battle-Scarred):0.93 - StatTrak™ MP9 | Mount Fuji (Battle-Scarred):1.48 - 
StatTrak™ XM1014 | XOXO (Battle-Scarred), 20.8, 15.350000000000001, -5.449999999999999, StatTrak™ M4A4 | In Living Color (Battle-Scarred):8.51 - StatTrak™ USP-S | The Traitor (Battle-Scarred):22.19 - 
StatTrak™ XM1014 | XOXO (Factory New), 161.29999999999998, 15.350000000000001, -145.95, StatTrak™ M4A4 | In Living Color (Battle-Scarred):8.51 - StatTrak™ USP-S | The Traitor (Battle-Scarred):22.19 - 
StatTrak™ XM1014 | XOXO (Field-Tested), 26.099999999999998, 15.350000000000001, -10.749999999999996, StatTrak™ M4A4 | In Living Color (Battle-Scarred):8.51 - StatTrak™ USP-S | The Traitor (Battle-Scarred):22.19 - 
StatTrak™ XM1014 | XOXO (Minimal Wear), 70.6, 15.350000000000001, -55.24999999999999, StatTrak™ M4A4 | In Living Color (Battle-Scarred):8.51 - StatTrak™ USP-S | The Traitor (Battle-Scarred):22.19 - 
StatTrak™ XM1014 | XOXO (Well-Worn), 22.5, 15.350000000000001, -7.149999999999999, StatTrak™ M4A4 | In Living Color (Battle-Scarred):8.51 - StatTrak™ USP-S | The Traitor (Battle-Scarred):22.19 - 
StatTrak™ XM1014 | Ziggy (Battle-Scarred), 6.3, 4.99, -1.3099999999999996, StatTrak™ M4A1-S | Leaded Glass (Battle-Scarred):9.41 - StatTrak™ PP-Bizon | High Roller (Battle-Scarred):2.75 - StatTrak™ R8 Revolver | Llama Cannon (Battle-Scarred):2.81 - 
StatTrak™ XM1014 | Ziggy (Factory New), 26.6, 4.99, -21.61, StatTrak™ M4A1-S | Leaded Glass (Battle-Scarred):9.41 - StatTrak™ PP-Bizon | High Roller (Battle-Scarred):2.75 - StatTrak™ R8 Revolver | Llama Cannon (Battle-Scarred):2.81 - 
StatTrak™ XM1014 | Ziggy (Field-Tested), 6.7, 4.99, -1.71, StatTrak™ M4A1-S | Leaded Glass (Battle-Scarred):9.41 - StatTrak™ PP-Bizon | High Roller (Battle-Scarred):2.75 - StatTrak™ R8 Revolver | Llama Cannon (Battle-Scarred):2.81 - 
